scope,model,samples,recordings,accuracy,adaptive_ece,balanced_accuracy,brier_score,classwise_ece,ece,log_loss,macro_f1,sitting_f1,standing_f1,walking_running_f1,weighted_f1,worst_class_f1
development_validation,v3_temporal_baseline,1383,3,0.7780187997107737,0.04583193672872694,0.7924257804492943,0.31559080390287514,0.05972666717778027,0.046653138790165395,0.563196080391679,0.7806159956588115,0.8232445520581114,0.7023060796645703,0.8162973552537527,0.77498375048585,0.7023060796645703
development_validation,centre_short_parts,1383,3,0.7866955892986262,0.0483058269266667,0.800404942572225,0.30981007995915494,0.05685034863291407,0.042491978274627897,0.5575517580006192,0.7886666661527836,0.8203883495145631,0.7243133265513734,0.8212983223924143,0.7851964224416701,0.7243133265513734
grouped_crossfit_oof,v3_temporal_baseline,4977,11,0.7130801687763713,0.0819658461328286,0.7271250825437662,0.4090997564047117,0.07532260170540972,0.08212578680833203,0.7538910813078614,0.7164832120716224,0.7367741935483871,0.6766683911019141,0.7360070515645659,0.7108681725925403,0.6766683911019141
grouped_crossfit_oof,centre_short_parts,4977,11,0.7122764717701426,0.0740255891459902,0.7259082761612593,0.41009571317420634,0.07412675249956167,0.07452320257758478,0.7503436755089129,0.7144451499106025,0.7294871794871794,0.6772867420349434,0.7365615282096846,0.7102933809160498,0.6772867420349434
